stichtag;kreis_id;kreis_name_x;pkw_benzin;pkw_diesel;pkw_gas;pkw_elektrisch;pkw_hybrid;pkw_plugin;pkw_sonstige;pkw_gesamt;jahr;e_auto_quote;kreis_name_y;bev_total;Arbeitnehmerentgelt_insgesamt_Anteil_am_Land_in;Arbeitnehmerentgelt_Land_und_Forstwirtschaft_Fischerei_in_Mio_EUR;Arbeitnehmerentgelt_Produzierendes_Gewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Produzierendes_Gewerbe_ohne_Baugewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Verarbeitendes_Gewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Baugewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Dienstleistungsbereiche_in_Mio_EUR;Arbeitnehmerentgelt_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_Mio_EUR;Arbeitnehmerentgelt_Handel_Verkehr_und_Lagerei_Gastgewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Information_und_Kommunikation_in_Mio_EUR;Arbeitnehmerentgelt_Finanz_Versicherungs_und_Unternehmensdienstleistungen_Grundstuecks_u_Wohnungswesen_in_Mio_EUR;Arbeitnehmerentgelt_Finanz_Versicherungsdienstleistungen_in_Mio_EUR;Arbeitnehmerentgelt_Grundstuecks_und_Wohnungswesen_in_Mio_EUR;Arbeitnehmerentgelt_Unternehmensdienstleistungen_in_Mio_EUR;Arbeitnehmerentgelt_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_Mio_EUR;Arbeitnehmerentgelt_Oeffentliche_Dienstleistungen_Erziehung_Gesundheit_in_Mio_EUR;Arbeitnehmerentgelt_Sonstige_Dienstleistungen_in_Mio_EUR;Bruttoloehne_und_gehaelter_insgesamt_in_Mio_EUR;Bruttoloehne_und_gehaelter_insgesamt_Veraenderung_gegenueber_dem_Vorjahr_in;Bruttoloehne_und_gehaelter_insgesamt_Anteil_am_Land_in;Bruttoloehne_und_gehaelter_Land_und_Forstwirtschaft_Fischerei_in_Mio_EUR;Bruttoloehne_und_gehaelter_Produzierendes_Gewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Produzierendes_Gewerbe_ohne_Baugewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Verarbeitendes_Gewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Baugewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Dienstleistungsbereiche_in_Mio_EUR;Bruttoloehne_und_gehaelter_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_Mio_EUR;Bruttoloehne_und_gehaelter_Finanz_Versicherungs_und_Unternehmensdienstleistungen_Grundstuecks_u_Wohnungswesen_in_Mio_EUR;Bruttoloehne_und_gehaelter_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_Mio_EUR;Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Land_und_Forstwirtschaft_Fischerei_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_ohne_Baugewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Verarbeitendes_Gewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Baugewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Dienstleistungsbereiche_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Finanz_Versicherungs_und_Unternehmensdienstleistungen_Grundstuecks_u_Wohnungswesen_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_1000_Personen;Arbeitnehmerentgelt_je_Arbeitnehmerin_bzw_Arbeitnehmer_insgesamt_in_EUR;Bruttoloehne_und_gehaelter_je_Arbeitnehmerin_bzw_Arbeitnehmer_insgesamt_in_EUR;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Land_und_Forstwirtschaft_Fischerei_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_ohne_Baugewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Verarbeitendes_Gewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Baugewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Dienstleistungsbereiche_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_6_4_2_Finanz_Versicherungs_und_Unternehmensdienstleister_Grundstuecks_u_Wohnungswesen_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_Mio_Arbeitsstunden;Arbeitnehmerentgelt_je_Arbeitsstunde_der_Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_EUR;Bruttoloehne_und_gehaelter_je_Arbeitsstunde_der_Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_EUR;entgelt_gesamt_mio;lohn_gesamt_mio;entgelt_pro_arb;lohn_pro_arb;entgelt_pro_stunde;lohn_pro_stunde;anteil_dl_besch;anteil_pg_besch;anteil_vg_besch;arbeitsstunden_pro_arb;lohn_wachstum;pkw_pro_1000;anteil_18_35;anteil_65_plus
01.01.2022;07135;Cochem-Zell, Landkreis;24517.0;15946.0;378.0;481.0;540.0;317.0;8.0;42187.0;2022;0.011401616611752435;Cochem-Zell, Landkreis;61509.0;1.3;16.0;258.0;142.0;130.0;116.0;866.0;240.0;;;89.0;;;;538.0;;;926.0;7.7;1.3;14.0;214.0;117.0;108.0;98.0;698.0;204.0;74.0;420.0;28.4;0.7;5.3;3.1;2.9;2.3;22.4;7.4;2.9;12.1;;;35.5;0.9;7.5;4.1;3.9;3.3;27.1;9.0;3.1;15.0;32.15;26.1;1140.0;926.0;40140.84507042253;32605.633802816905;32.15;26.1;0.7887323943661971;0.18661971830985916;0.10211267605633803;1.25;7.7;685.8671088783756;0.17166601740033763;0.25938189845474613
01.01.2022;07137;Mayen-Koblenz, Landkreis;91566.0;43287.0;1119.0;1545.0;2536.0;1517.0;13.0;141583.0;2022;0.010912327044913584;Mayen-Koblenz, Landkreis;216056.0;4.5;13.0;;;;236.0;;909.0;;;444.0;;;;;;;;6.1;4.5;11.0;;919.0;843.0;199.0;;767.0;372.0;973.0;89.4;0.6;24.3;19.1;17.5;5.2;64.5;24.1;9.6;30.8;;;113.4;0.7;34.0;26.6;24.3;7.4;78.7;31.0;11.9;35.7;34.68;28.59;;;;;34.68;28.59;0.721476510067114;0.27181208053691275;0.19574944071588365;1.2684563758389262;6.1;655.3069574554745;0.18067652420498279;0.2354438654317123
01.01.2022;07138;Neuwied, Landkreis;78014.0;38316.0;1301.0;1298.0;2347.0;1257.0;19.0;122552.0;2022;0.010591422416606829;Neuwied, Landkreis;187905.0;4.1;15.0;;;;222.0;;646.0;;;444.0;;;;;;;;5.2;4.1;12.0;;955.0;880.0;187.0;;548.0;369.0;883.0;81.3;0.5;26.2;21.2;19.8;5.1;54.6;17.1;10.0;27.4;;;102.8;0.6;36.8;29.6;27.7;7.2;65.4;21.4;12.0;32.0;34.82;28.74;;;;;34.82;28.74;0.6715867158671587;0.32226322263222634;0.24354243542435425;1.2644526445264452;5.2;652.2019105399005;0.18069300384531978;0.23635228841485023
01.01.2022;07140;Rhein-HunsrÃ¼ck-Kreis;41285.0;27313.0;506.0;836.0;1274.0;604.0;7.0;71825.0;2022;0.011639401322659242;Rhein-Hunsrï¿½ck-Kreis;105740.0;2.6;15.0;842.0;637.0;602.0;205.0;;437.0;;;289.0;;;;727.0;;;;6.0;2.6;12.0;698.0;526.0;498.0;172.0;;367.0;238.0;571.0;52.5;0.5;16.1;12.0;11.4;4.1;35.9;12.1;5.9;17.8;;;67.3;0.6;22.8;16.8;15.9;6.0;43.9;15.3;7.5;21.1;34.33;28.05;;;;;34.33;28.05;0.6838095238095238;0.3066666666666667;0.21714285714285714;1.2819047619047619;6.0;679.2604501607717;0.17232557049810224;0.24291270324727052
01.01.2022;07141;Rhein-Lahn-Kreis;53546.0;23968.0;798.0;892.0;1357.0;695.0;16.0;81272.0;2022;0.010975489713554484;Rhein-Lahn-Kreis;124860.0;2.3;10.0;589.0;478.0;452.0;111.0;;342.0;;;172.0;;;;934.0;;;;5.6;2.3;8.0;487.0;394.0;374.0;94.0;;291.0;143.0;730.0;46.7;0.3;11.4;8.7;8.3;2.7;35.0;9.6;3.9;21.5;;;58.8;0.5;15.8;12.1;11.6;3.7;42.5;11.7;4.7;26.1;34.81;28.24;;;;;34.81;28.24;0.7494646680942184;0.24411134903640255;0.1777301927194861;1.259100642398287;5.6;650.9050136152491;0.1691403637290187;0.24652833073223557
01.01.2022;07143;Westerwaldkreis;86933.0;45913.0;1054.0;1541.0;2590.0;1514.0;21.0;139566.0;2022;0.011041371107576343;Westerwaldkreis;207154.0;4.5;15.0;;;;367.0;;857.0;;;474.0;;;;;;;;6.6;4.5;13.0;;976.0;914.0;309.0;;726.0;394.0;811.0;92.0;0.5;31.8;24.1;22.8;7.7;59.7;22.7;10.9;26.1;;;115.3;0.7;44.3;33.3;31.4;11.0;70.2;28.1;12.7;29.5;34.0;28.01;;;;;34.0;28.01;0.648913043478261;0.3456521739130435;0.24782608695652175;1.2532608695652174;6.6;673.730654488931;0.17519477582133078;0.22787447726933682
01.01.2022;07211;Trier, kreisfreie Stadt;93957.0;54917.0;497.0;2241.0;3234.0;1638.0;21.0;156505.0;2022;0.01431903134085173;Trier, kreisfreie Stadt;103307.0;3.7;12.0;701.0;589.0;474.0;112.0;;599.0;;;390.0;;;;;;;;5.3;3.7;11.0;579.0;484.0;392.0;94.0;;507.0;327.0;;71.9;0.4;11.3;8.8;6.9;2.4;60.3;17.2;8.4;34.7;;;91.2;0.5;16.1;12.5;9.6;3.5;74.6;21.1;10.6;43.0;35.99;29.45;;;;;35.99;29.45;0.8386648122392211;0.1571627260083449;0.09596662030598052;1.2684283727399166;5.3;1514.95058418113;0.2691150255889287;0.1958463514212877
01.01.2022;07231;Bernkastel-Wittlich, Landkreis;44573.0;28631.0;333.0;819.0;1344.0;700.0;9.0;76409.0;2022;0.010718632621811566;Bernkastel-Wittlich, Landkreis;113299.0;2.5;36.0;909.0;734.0;702.0;174.0;;398.0;;;191.0;;;;631.0;;;;5.0;2.5;31.0;753.0;606.0;580.0;147.0;999.0;338.0;159.0;502.0;52.8;1.4;18.4;14.6;14.0;3.8;32.9;11.9;5.0;16.1;;;67.1;1.8;26.0;20.5;19.6;5.5;39.3;14.6;6.1;18.5;32.24;26.54;;1783.0;;33768.9393939394;32.24;26.54;0.6231060606060607;0.34848484848484845;0.26515151515151514;1.2708333333333333;5.0;674.401362765779;0.17322660729589087;0.24559357523390496
01.01.2022;07232;Eifelkreis Bitburg-PrÃ¼m;35907.0;29418.0;286.0;729.0;1355.0;505.0;10.0;68210.0;2022;0.01068758246591409;Eifelkreis Bitburg-Prï¿½m;99866.0;1.8;12.0;735.0;609.0;580.0;126.0;847.0;280.0;;;129.0;;;;439.0;;;;5.4;1.8;10.0;609.0;503.0;480.0;106.0;693.0;238.0;107.0;348.0;36.6;0.5;13.0;10.1;9.6;2.9;23.1;8.7;2.8;11.6;;;45.4;0.6;18.3;14.2;13.5;4.1;26.5;10.1;3.5;12.8;35.15;28.91;1594.0;1312.0;43551.912568306005;35846.99453551912;35.15;28.91;0.6311475409836066;0.3551912568306011;0.2622950819672131;1.2404371584699452;5.4;683.0152404221657;0.18236661722852449;0.22088828316029985
01.01.2022;07233;Vulkaneifel, Landkreis;24194.0;16487.0;289.0;408.0;622.0;369.0;9.0;42378.0;2022;0.00962763698145264;Vulkaneifel, Landkreis;59389.0;1.4;8.0;415.0;329.0;312.0;86.0;772.0;204.0;;;76.0;;;;492.0;;;971.0;4.0;1.3;7.0;344.0;272.0;258.0;72.0;620.0;173.0;63.0;385.0;28.5;0.3;8.3;6.4;6.1;1.9;19.9;6.5;1.7;11.6;;;35.9;0.4;11.5;8.8;8.3;2.8;24.0;7.8;2.0;14.1;33.31;27.06;1195.0;971.0;41929.824561403504;34070.175438596496;33.31;27.06;0.6982456140350877;0.2912280701754386;0.21403508771929824;1.2596491228070175;4.0;713.5664853760796;0.1690523156812166;0.2638376072699071
01.01.2022;07235;Trier-Saarburg, Landkreis;;;;;;;;;2022;;Trier-Saarburg, Landkreis;149015.0;1.9;27.0;586.0;416.0;395.0;170.0;;374.0;;;155.0;;;;508.0;;;;5.8;1.9;23.0;486.0;343.0;327.0;143.0;855.0;318.0;128.0;408.0;45.1;1.1;14.2;10.4;10.1;3.8;29.8;11.3;4.2;14.3;;;52.1;1.4;17.0;11.6;11.1;5.4;33.7;13.5;4.8;15.4;31.69;26.19;;1364.0;;30243.90243902439;31.69;26.19;0.6607538802660754;0.31485587583148555;0.22394678492239467;1.1552106430155211;5.8;;0.17207441273421817;0.22617872751807616
01.01.2022;07311;Frankenthal (Pfalz), kreisfreie Stadt;18117.0;7501.0;189.0;219.0;611.0;322.0;6.0;26965.0;2022;0.008121639161876507;Frankenthal (Pfalz), kreisfreie Stadt;48007.0;1.4;4.0;466.0;429.0;408.0;38.0;748.0;293.0;;;155.0;;;;299.0;;;;5.8;1.4;3.0;385.0;353.0;337.0;32.0;612.0;245.0;131.0;236.0;23.5;0.2;6.0;5.0;4.7;1.0;17.3;6.7;3.4;7.1;;;31.0;0.3;8.5;7.2;6.8;1.3;22.2;9.1;4.5;8.6;39.25;32.23;1218.0;1000.0;51829.78723404255;42553.1914893617;39.25;32.23;0.7361702127659575;0.2553191489361702;0.2;1.3191489361702127;5.8;561.68892036578;0.18838803489821354;0.23766098878271708
01.01.2022;07312;Kaiserslautern, kreisfreie Stadt;33344.0;13128.0;343.0;693.0;1468.0;661.0;11.0;49648.0;2022;0.013958266194005801;Kaiserslautern, kreisfreie Stadt;100316.0;4.0;2.0;747.0;648.0;561.0;99.0;;668.0;;;859.0;;;;;;;;15.2;4.0;1.0;616.0;532.0;463.0;83.0;;565.0;733.0;965.0;67.7;0.0;12.1;9.8;8.7;2.2;55.6;16.8;11.9;26.9;;;86.7;0.1;17.3;14.0;12.4;3.3;69.3;21.2;14.7;33.4;40.25;33.22;;;;;40.25;33.22;0.8212703101920236;0.17872968980797635;0.12850812407680945;1.2806499261447564;15.2;494.916065233861;0.2578814251289507;0.2152828948678629
01.01.2022;07313;Landau in der Pfalz, kreisfreie Stadt;18463.0;7837.0;188.0;418.0;637.0;424.0;3.0;27970.0;2022;0.014944583482302466;Landau in der Pfalz, kreisfreie Stadt;47455.0;1.6;5.0;222.0;173.0;145.0;49.0;;257.0;;;357.0;;;;605.0;;;;8.2;1.6;4.0;183.0;142.0;120.0;41.0;999.0;219.0;298.0;483.0;32.3;0.2;4.5;3.3;2.8;1.1;27.6;7.0;6.8;13.9;;;40.8;0.3;6.3;4.7;4.0;1.6;34.2;8.4;9.2;16.6;35.49;29.12;;1186.0;;36718.26625386997;35.49;29.12;0.8544891640866874;0.1393188854489164;0.08668730650154799;1.263157894736842;8.2;589.4004846696871;0.2470285631313655;0.20799020929701922
01.01.2022;07314;Ludwigshafen am Rhein, kreisfreie Stadt;56542.0;23545.0;540.0;907.0;2020.0;1091.0;24.0;84669.0;2022;0.010712303204242402;Ludwigshafen am Rhein, kreisfreie Stadt;173869.0;9.2;6.0;;;;242.0;;;;;779.0;;;;;;;;11.2;9.3;5.0;;;;204.0;;844.0;656.0;;121.1;0.3;52.1;47.0;45.1;5.1;68.7;20.7;16.4;31.6;;;163.3;0.3;74.7;67.3;64.5;7.4;88.3;27.1;20.7;40.4;49.66;41.0;;;;;49.66;41.0;0.5672997522708506;0.43022295623451695;0.3724194880264245;1.3484723369116434;11.2;486.9700751715372;0.22050309780952704;0.18974506551105394
01.01.2022;07315;Mainz, kreisfreie Stadt;66371.0;28492.0;687.0;1395.0;2862.0;1453.0;20.0;101280.0;2022;0.013773696682464455;Mainz, kreisfreie Stadt;221516.0;9.4;6.0;;956.0;797.0;193.0;;;;;;;;;;;;;8.3;9.3;5.0;947.0;784.0;659.0;163.0;;;;;153.8;0.3;16.3;12.2;10.1;4.0;137.3;41.6;26.9;68.8;;;200.0;0.4;23.1;17.3;14.0;5.8;176.5;54.7;34.9;86.9;41.27;33.59;;;;;41.27;33.59;0.8927178153446034;0.1059817945383615;0.06566970091027308;1.3003901170351104;8.3;457.21302298705285;0.29682576418436557;0.1801196346869381
01.01.2022;07316;Neustadt an der WeinstraÃŸe, kreisfreie Stadt;22039.0;9743.0;222.0;434.0;609.0;312.0;5.0;33364.0;2022;0.0130080326099988;Neustadt an der Weinstraï¿½e, kreisfreie Stadt;52759.0;1.2;15.0;128.0;69.0;55.0;59.0;908.0;231.0;;;216.0;;;;462.0;;;858.0;8.9;1.2;12.0;106.0;56.0;46.0;50.0;740.0;194.0;181.0;365.0;24.5;0.5;3.0;1.7;1.4;1.3;20.9;6.2;3.7;11.0;;;30.1;0.7;4.0;2.1;1.8;1.9;25.4;7.6;4.7;13.1;34.94;28.55;1051.0;858.0;42897.95918367347;35020.40816326531;34.94;28.55;0.8530612244897958;0.12244897959183673;0.05714285714285714;1.2285714285714286;8.9;632.3849959248658;0.1754651052979507;0.2587024270469355
01.01.2022;07317;Pirmasens, kreisfreie Stadt;15764.0;6240.0;135.0;247.0;582.0;240.0;1.0;23209.0;2022;0.010642423197897367;Pirmasens, kreisfreie Stadt;39324.0;1.2;1.0;312.0;268.0;245.0;43.0;736.0;224.0;;;137.0;;;;376.0;;;865.0;5.0;1.2;1.0;258.0;221.0;203.0;37.0;606.0;190.0;114.0;301.0;24.1;0.0;5.9;4.8;4.5;1.0;18.2;5.8;2.9;9.4;;;31.1;0.1;8.4;6.9;6.4;1.5;22.6;7.2;3.4;12.0;33.71;27.78;1049.0;865.0;43526.97095435684;35892.116182572616;33.71;27.78;0.7551867219917011;0.24481327800829875;0.18672199170124482;1.2904564315352698;5.0;590.1993693418777;0.19317924599481903;0.2550992178265134
01.01.2022;07318;Speyer, kreisfreie Stadt;19552.0;8649.0;238.0;324.0;630.0;292.0;1.0;29686.0;2022;0.01091423566664421;Speyer, kreisfreie Stadt;49881.0;2.2;0.0;446.0;396.0;369.0;50.0;;302.0;;;370.0;;;;781.0;;;;8.0;2.2;0.0;368.0;326.0;305.0;42.0;;256.0;310.0;623.0;39.1;0.0;7.2;5.9;5.5;1.2;32.0;8.6;6.6;16.7;;;50.8;0.0;10.3;8.6;8.0;1.7;40.5;10.7;8.6;21.2;37.36;30.64;;;;;37.36;30.64;0.8184143222506394;0.18414322250639387;0.14066496163682865;1.29923273657289;8.0;595.136424690764;0.18767653942377532;0.2477806472439674
01.01.2022;07319;Worms, kreisfreie Stadt;31407.0;12717.0;286.0;472.0;996.0;474.0;8.0;46360.0;2022;0.010181190681622088;Worms, kreisfreie Stadt;85378.0;2.2;9.0;634.0;543.0;470.0;91.0;;426.0;;;303.0;;;;552.0;;;;7.2;2.2;8.0;523.0;446.0;389.0;77.0;;355.0;253.0;445.0;41.9;0.3;9.9;7.7;6.6;2.2;31.7;11.6;6.3;13.8;;;54.7;0.5;14.0;11.0;9.3;3.0;40.3;15.5;8.3;16.6;35.19;28.96;;;;;35.19;28.96;0.7565632458233891;0.2362768496420048;0.1575178997613365;1.3054892601431982;7.2;542.9970249947294;0.2096642191048148;0.20908787016010974
01.01.2022;07320;ZweibrÃ¼cken, kreisfreie Stadt;14181.0;6068.0;113.0;261.0;577.0;220.0;5.0;21425.0;2022;0.012182030338389731;Zweibrï¿½cken, kreisfreie Stadt;33264.0;1.1;2.0;382.0;350.0;325.0;33.0;618.0;165.0;;;122.0;;;;331.0;;;818.0;5.0;1.1;2.0;316.0;289.0;269.0;27.0;501.0;140.0;103.0;258.0;20.9;0.1;6.1;5.4;4.9;0.7;14.7;4.8;2.6;7.2;;;27.5;0.1;8.8;7.7;7.1;1.0;18.6;5.9;3.6;9.1;36.5;29.8;1002.0;819.0;47942.58373205742;39186.6028708134;36.5;29.8;0.7033492822966507;0.291866028708134;0.23444976076555027;1.3157894736842106;5.0;644.0897065897066;0.18941871980313899;0.24901719533055247
01.01.2022;07331;Alzey-Worms, Landkreis;55666.0;27961.0;632.0;1058.0;1442.0;752.0;15.0;87526.0;2022;0.012087836757077896;Alzey-Worms, Landkreis;129893.0;2.0;46.0;446.0;305.0;275.0;141.0;;377.0;;;304.0;;;;551.0;;;;9.0;2.0;39.0;370.0;251.0;227.0;119.0;;319.0;254.0;439.0;42.2;1.9;9.5;6.2;5.7;3.3;30.8;10.7;6.5;13.6;;;51.9;2.5;13.3;8.6;7.9;4.7;36.1;13.2;7.6;15.3;33.25;27.4;;;;;33.25;27.4;0.7298578199052133;0.22511848341232227;0.13507109004739337;1.2298578199052133;9.0;673.8315382661114;0.17142900684253037;0.22735031012359225
01.01.2022;07332;Bad DÃ¼rkheim, Landkreis;60770.0;26784.0;732.0;1239.0;1735.0;866.0;15.0;92141.0;2022;0.013446782648332448;Bad Dï¿½rkheim, Landkreis;134032.0;1.8;57.0;392.0;290.0;261.0;102.0;;385.0;;;221.0;;;;568.0;;;;5.5;1.9;48.0;325.0;239.0;215.0;86.0;967.0;327.0;184.0;457.0;42.5;2.2;7.9;5.4;4.9;2.5;32.5;11.5;4.9;16.0;;;50.9;2.9;10.7;7.2;6.6;3.5;37.3;13.8;6.0;17.5;31.88;26.32;;1340.0;;31529.411764705885;31.88;26.32;0.7647058823529411;0.18588235294117647;0.11529411764705884;1.1976470588235293;5.5;687.4552345708488;0.15517125862620879;0.26077019854238476
01.01.2022;07333;Donnersbergkreis;31872.0;17065.0;431.0;556.0;922.0;328.0;10.0;51184.0;2022;0.010862769615504845;Donnersbergkreis;74854.0;1.4;9.0;457.0;402.0;389.0;55.0;751.0;147.0;;;207.0;;;;397.0;;;;7.0;1.4;8.0;378.0;332.0;322.0;46.0;616.0;124.0;175.0;316.0;27.5;0.4;8.8;7.4;7.2;1.4;18.3;4.7;3.1;10.5;;;34.1;0.5;12.3;10.4;10.1;1.9;21.3;5.4;3.8;12.1;35.72;29.4;1217.0;1002.0;44254.545454545456;36436.36363636364;35.72;29.4;0.6654545454545455;0.32;0.26181818181818184;1.24;7.0;683.784433697598;0.16646831499137504;0.24448069748472245
01.01.2022;07334;Germersheim, Landkreis;52858.0;26983.0;549.0;890.0;1786.0;946.0;19.0;84031.0;2022;0.01059132939034404;Germersheim, Landkreis;130935.0;3.3;33.0;;;;104.0;;429.0;;;255.0;;;;546.0;;;;4.5;3.3;28.0;;;;88.0;;360.0;217.0;430.0;55.3;1.4;24.5;22.0;21.3;2.4;29.4;11.6;4.3;13.4;;;72.5;2.0;34.9;31.6;30.6;3.3;35.6;15.1;5.1;15.4;40.35;33.23;;;;;40.35;33.23;0.5316455696202531;0.44303797468354433;0.3851717902350814;1.3110307414104883;4.5;641.7764539657081;0.1795742219313001;0.21980773768295747
01.01.2022;07335;Kaiserslautern, Landkreis;45753.0;20642.0;418.0;729.0;1616.0;480.0;9.0;69647.0;2022;0.01046706965124126;Kaiserslautern, Landkreis;105752.0;1.4;7.0;343.0;223.0;180.0;120.0;894.0;285.0;;;132.0;;;;478.0;;;;8.0;1.4;6.0;285.0;183.0;149.0;101.0;736.0;242.0;110.0;383.0;31.6;0.2;7.5;4.6;3.9;2.9;23.9;8.3;2.8;12.7;;;38.7;0.3;10.4;6.4;5.2;4.1;28.0;9.9;3.3;14.7;32.14;26.49;1244.0;1027.0;39367.08860759494;32500.0;32.14;26.49;0.7563291139240506;0.23734177215189872;0.12341772151898733;1.2246835443037976;8.0;658.5880172479008;0.1679659215933348;0.23872751379968593
01.01.2022;07336;Kusel, Landkreis;31401.0;14739.0;277.0;358.0;872.0;242.0;13.0;47902.0;2022;0.007473591916830195;Kusel, Landkreis;70124.0;0.8;5.0;169.0;121.0;113.0;48.0;487.0;117.0;;;79.0;;;;290.0;;;540.0;3.5;0.7;5.0;141.0;100.0;93.0;41.0;395.0;100.0;65.0;229.0;17.3;0.2;4.0;2.8;2.6;1.3;13.1;3.9;2.0;7.2;;;20.2;0.3;5.3;3.6;3.4;1.7;14.6;4.3;2.3;8.0;32.72;26.69;661.0;541.0;38208.09248554913;31271.676300578034;32.72;26.69;0.7572254335260115;0.23121387283236994;0.15028901734104047;1.1676300578034682;3.5;683.1042153898808;0.16703204776877145;0.26284362650359133
01.01.2022;07337;SÃ¼dliche WeinstraÃŸe, Landkreis;50729.0;24032.0;441.0;1029.0;1374.0;617.0;13.0;78235.0;2022;0.013152681025116636;Sï¿½dliche Weinstraï¿½e, Landkreis;112907.0;2.0;47.0;530.0;421.0;399.0;109.0;;326.0;;;291.0;;;;575.0;;;;5.2;2.0;40.0;439.0;347.0;330.0;92.0;979.0;278.0;238.0;463.0;41.4;2.0;10.3;7.9;7.5;2.4;29.1;9.0;5.3;14.7;;;51.1;2.5;14.1;10.9;10.3;3.3;34.5;10.7;6.6;17.1;34.6;28.51;;1458.0;;35217.39130434783;34.6;28.51;0.7028985507246377;0.248792270531401;0.18115942028985507;1.2342995169082127;5.2;692.9154082563525;0.16015960223301573;0.2514265997823606
01.01.2022;07338;Rhein-Pfalz-Kreis;70935.0;27524.0;706.0;1095.0;1853.0;796.0;19.0;102928.0;2022;0.010638504585729831;Rhein-Pfalz-Kreis;155061.0;2.0;124.0;389.0;215.0;150.0;174.0;;391.0;;;513.0;;;;371.0;;;;20.5;2.1;106.0;322.0;176.0;124.0;147.0;;331.0;440.0;296.0;38.9;3.3;8.8;4.9;3.8;3.9;26.8;10.4;5.3;11.1;;;48.2;4.7;12.0;6.5;4.8;5.5;31.5;13.3;6.6;11.6;37.12;31.03;;;;;37.12;31.03;0.6889460154241646;0.22622107969151672;0.09768637532133675;1.2390745501285347;20.5;663.7903792700937;0.1591845113611578;0.24267073812242593
01.01.2022;07339;Mainz-Bingen, Landkreis;91056.0;45251.0;1120.0;1936.0;2678.0;1413.0;15.0;143469.0;2022;0.013494204322885082;Mainz-Bingen, Landkreis;205823.0;4.4;50.0;;;;249.0;;936.0;;;703.0;;;;824.0;;;;7.6;4.5;43.0;;941.0;905.0;210.0;;794.0;578.0;656.0;75.2;2.0;19.9;14.8;14.0;5.2;53.3;21.0;10.7;21.6;;;93.7;2.5;27.7;20.4;19.3;7.3;63.4;26.2;13.6;23.6;41.64;34.38;;;;;41.64;34.38;0.7087765957446808;0.26462765957446804;0.18617021276595744;1.2460106382978724;7.6;697.050378237612;0.1625931200170498;0.23006093367045444
